,U00214,U12942,U12971,U14881,U14903,U14908,U14913,U14949,U14989,U15243,U15747,U15826,U15827,U15828,U15954,U15956,U15958,U15959,U15961,U15962,U15963,U15964,U15966,U15967,U15969,U15971,U15977,U16053,U16059,U16072,U16080,U16117,U16132,U16288,U16291,U16326,U16329,U16330,U16332,U16335,U16339,U16342,U16345,U16346,U16348,U16349,U16350,U16355,U16366,U16367,U16369,U16370,U16371,U16372,U16373,U16374,U16376,U16377,U16378,U16379,U16381,U16383,U16384,U16385,U16386,U16388,U16389,U16404,U16409,U16564,U16609,U16688
P29031,"0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P92845,"0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P25963,"0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,500000","0,500000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,200000","0,500000","1,000000","0,500000","0,250000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,333333","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000"
P46540,"0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P79048,"0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,500000","1,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,500000","1,000000","1,000000","0,500000","0,500000","0,166667","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,200000","0,000000","0,000000","0,500000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,333333","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000"
P70190,"0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,500000","1,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","1,000000","1,000000","1,000000","0,500000","0,500000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","1,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000"
P75327,"0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,250000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","1,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000"
P90817,"0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,428571","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P11914,"0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P36296,"0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P52248,"0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P65796,"0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P60689,"0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,333333","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
P56276,"0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,500000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000","0,000000"
